,0,1,2,3
596,8,17228,"It is just awesome, sound quality, bass everything is good not excellent but in this price range best Bluetooth headphone.And best thing is that I got in RS. 900 from big billion days.READ MORE",5
597,8,17434,overall it's good product in it's price range.Bass is good battery is also good don't compare it with high range headphones. Low's and  Mid's are good but at high bass overpowers voice. If you have to buy a Bluetooth headphone then it is good otherwise if you are ok with wired headphone you can go with other options also.READ MORE,4
598,8,17643,Brilliant headphones. Sound quality is very excellent.Bass is very powerful. Design is decent. Build quality is very good. Battery backup is very good. overall best budget headphones under 2k. I love this headphones very muchREAD MORE,5
599,8,18313,"Hands down the best budget wireless headphones on flipkart. I’ve done my research before buying and trust me, you won’t be disappointed at all. Sound quality is amazing, bass is extreme and I’m 100% sure there isn’t any other brand that can top boat in the bass field. The build quality is amazing. Very light yet study and durable. The ONLY issue I found is the war cups being too tight but I’m expecting them to adjust to my face and feeling comfortable within 1-2 weeks. Got it for ₹999 and tot...READ MORE",5
600,8,19526,"Really shocking one...pros: Awesome sounds quality(unbeatable bass)long lasting batterydual mode works for meHave LED indicators which is not mentioned in features listed aboveHas micro usb port to charge the headset(which is a standard one)attractive price ,got it just for 999CONS;little tight , ears got painful after long usageI think there is a beep sound (maybe only for me🤔🤔)cushions get detached after some use(not a big problem)CONCLUSION;in this price range it's good,best ...READ MORE",4
601,8,19724,"amazing product.   received it today....the best headphones in the market..  crystal clear audio,and mind blowing bassbrought it for 999 best buy in this price.....READ MORE",5
602,8,19729,"Purchased in May'2017 so been more than 1 year now. In my avg use i charge it once a week. Battery lasts for 5-6 hrs. Now i paid 700 for this and in that range i still haven't found any other headphones that are so well!!These are perfect value for money. Build quality is above par!! Sound is deep and pleasant. Bluetooth connection is easy, fast & Strong! Range is very good. On ios devices battery % is also visible. Dont forget that you can also use them through AUX!!! JUST GO FOR IT if its a...READ MORE",5
603,8,20076,"what a product !! just amazing ..... according to the price best product, sound quality is really good & bass is too good... battery backup is also good ....all over best productREAD MORE",5
604,8,20782,Delivery was 3 days before the expected date. Have used just for a few hours. The Bluetooth function for call and music is good. The 3.5 mm jack (both ends) for using as wired is of sufficient length and functioned well for call and music. Time to fully charge and discharge cannot be commented now as it was already 70% charged. Using it for around 3 hrs now without problem. Ear paddings OK but only problem is after long use the ear hurts. Bass is excellent. Overall very good value for money. ...READ MORE,4
605,8,20848,"I thing this headset super,its sound &bass  is heavy and a good experience. l love it. and I like it, awesome.....READ MORE",5
606,8,21487,Good bass..but sound start cracking in open when u move even in 3 to 4 foot area...however it work well for 10 metres at home.READ MORE,5
607,8,21676,"Amazing!Good bass,treble is good but there is lack of hd sound.overall is very good in this range.I think 430 model will be better for my music lover friends.READ MORE",5
608,8,22602,"Good build quality, good sound quality, excellent battery backup.Only thing that could be improved is comfort... it feels bit tight and ears starts paining after abt 50 mins to an hour of use.READ MORE",4
609,8,23576,Sound quality is awesome as expected from BOAT bass is very good but the build is not good its too tight but overall its a very good product in this price rangeREAD MORE,5
610,8,24326,nice sound and bass quilety and strong headphone and smuth greep so nice products fabulousREAD MORE,5
611,8,24499,"A good pair of headphones everything is good , bass is amazing but the vocals are not Crystal clear and the ear cups are small !!READ MORE",4
612,8,25164,best headphone  and really excellent protect Bass is best for oneREAD MORE,5
613,8,25182,awesome product at this prize range. Powerful bass. Good battery backup so far.READ MORE,5
614,8,25840,It was one of the best experience while listening through it . I recommend if you need good headphones under 1500 budget go for it.READ MORE,5
615,8,26145,"OK so what to say about it. Great... Awesome... Excellent... The only drawback that the microphone is of very cheap quality but thats the only one. Now coming to the Pros :-1. Dual mode of usage :- wireless and wired.2. Great Design (over the ear).3. Awesome Music Quality. you get to feel all thats in the song.4. Excellent Bass, Lows, Mids and Highs.5. Battery Backup excellent. 15 Hours on 60% Volume and 8 on Full Volume.6. Just Great at this price range.READ MORE",5
616,8,26579,Headphones are really good but not very comfortable as you ears will pain after long use. Plus the mic don't work that well without aux cable.READ MORE,4
617,8,26661,"sound quality is really good, bass is optimum, battery backup is good, connection is smooth, multifunction keys response time is very good I would say.The headset is tight. your ears will pain if you are switching from earphone to headphones. it will take some time for your ears to get accustomed.it packs well to your ears, but doesn't make it sweat which is good.sound quality is very good.The bass and trebles are well balanced. also depends on the quality of your audio file as well. The ...READ MORE",5
618,8,27499,"i bought this product yesterday. i used it and what i thought was that its made for kids and not adults and its very uncomfortable on my ears it hurts  alot. i guess we should get used to it . its not satisfying as i thought, sound quality is also ok , boat bassheads 900 is better then this but its not wireless. People want  something comfortable and worth their money . i gave it to my little sis whose in 10th grade and it fits her perfectly , not too big or small and thats when i thought, wa...READ MORE",2
619,8,27834,good sound and it is very nice and cool thanks flipcart for very good product 😀😀😀READ MORE,5
620,8,28158,very super dooper headphone at a low price    it has deep bass  and its have an awesome sound effect i loved product is value for money no objections no other comparing thank u flipkartREAD MORE,5
621,8,30681,"wow world's best headphones I ever seen. bass is very high,  clear voice and dual mode.  wow really liked it.  THANKS BOAT.READ MORE",5
622,8,30944,"It's a best headphone in this price...It has best audio quality.  Outstanding bass, wide range of Bluetooth.I recommend to buy it....READ MORE",5
623,8,32338,Perfect in 1000 rupees. Good bass quality. Good in feel. sounds quality is awesome. but not have adjustable moving parts so that's why it's fix some people perfectly..or some people who have larger and longer head size they got a problem with this headphone.READ MORE,4
624,8,32592,nice headphone.. with good bass... good   product part is wired feature... Even the Bluetooth not able to connect to old laptops you can use with aux cable.READ MORE,5
625,8,32748,hii guys this boat rockzers headsets its performance super👌👌👌 super powerful bass and high hd quality totally its good ...and flipkart is very good i booked friday and it comes sunday i shoked it delivers very fastly...thank u flipkartREAD MORE,5
626,8,32923,After 2 year of using.... it still nice sound effect..... Great head phone compare to others but after 1 year later Bluetooth not work ...I connected it by wireREAD MORE,5
627,8,33065,The sound quality is too good BT the wireless connectivity is not do good And the mic is not working properly even it catches outer noice more then your voice.READ MORE,3
628,8,33716,Awesome build... Satisfactory sound.. Overall a great product. LED light isn't that noticeable..READ MORE,5
629,8,33872,worth to buy this product. Nice bazz and happy to have it but its bit small to fit to your ear.READ MORE,5
630,8,36099,"Good sound quality with bass and treble but very tight to my ear ... I can not listen more time in this summer ... Have to use more for loose but comfortable and good looking to wear... Overall good with noise cacellation... Got Hardik pandaya autographed Headfone... First Time using such products, and happy with this.. Thanks to all Boat .. seller... FLIPKART. .. ekart😊😀👍👌READ MORE",5
631,8,37284,Very nice product. Exactly as shown in picture. I bought it as I've seen boAt headphones with my friend. but it was boAt 600 series And this one is 400. Lots of difference. I was NOT knowing this 'series difference'. So some what disappointed. but again 600 series cost my friend 1999 that too in 'sale'.  so this small version at 999 is OK. SOUND BASS IS awesome. RecommendedREAD MORE,4
632,8,39423,A good quality headset. The bass is punchy and the mids and highs are good enough. A very suitable headset for bassheads. It also has a very good battery life. The only downside is that it doesn't give a good range for connectivity.READ MORE,4
633,8,42404,Good head phones with good base at a reasonable price.fully satisfiedREAD MORE,5
634,8,42574,good for hearing music.loud and good sound.battery is too good..but mic is less responsive not good for  calling ...READ MORE,4
635,8,42810,Trust me I have Neva heard such balanced sound in this price range of headphones.. Love it using this product for 1 and halh years its just awesome.READ MORE,5
636,8,43985,"pros: good product, very good sound quality, cons: not comfortable to ears/head, the head band is tight and i had to keep it in stretched condition multiple time for hours to loosen out a bit. rockerz 600 is far better in that respect.READ MORE",3
637,8,45269,had the speaker muffs been soft and even more flexible it would have been a wonderful experience to play with boAt Rockerz 400 use...READ MORE,3
638,8,46139,Pros - Nice Headphones with superb Bass Cons - The Headphones are a bit tight fit and wireless range is just about 5 meters & get disconnected automatically if we go a bit distance more but also get connected automatically if back in range☺READ MORE,3
639,8,46482,"It's  Good product , Easy adjustable, cushions is very nice, not high bass headphone its Bluetooth connectivity and play and skip buttons are nice ,wired and wirelEss connectivity is awesome, led indicator is nice, Thanks Flipkart !READ MORE",5
640,8,47730,It's very good product for music lovers  but when we use audio cable for listen music sound is come in low level  it's not good  but when we use bluetooth connection for listen music is very good and suuuuuuuper soundREAD MORE,5
641,8,47800,"Amazing Bass, Balanced Treble and all that you need in headphones like these... If you thought just Sony, JBL and Audio Technica are good ... Then just give it a shot. Your opinions will certainly change.READ MORE",5
642,8,48559,will attending the call or while calling not able to hear clear sound. when I called customer care they say few instructions to be followed even after that also I couldn't get clear sound. it was flipkart assured product and they never replace the product. it not worth it.READ MORE,2
643,8,48687,"Awesome product. The quality of sound is perfect. Features is good, working properly in Moto g4 plus. But the only problem is can't adjustable. Ear will get paid because of that. But comparing with all other features adjustable is doesn't matter. Worth for this cost. Thank youREAD MORE",5
644,8,49288,Good bass headphone Pros 1.good bass and Bluetooth2. Battery drains there is a aux cable fabulous feature 3. Battery does not drain fastly maximum u can u   use up to 7hoursCons1. It's tight who have big headsbut it will be adjusted2. If u hear more than 4 hours there will be sweeting around your hearOVER ALL BEST PRODUCT TO BUY FOR BASS LOVERS USE UC MUSIC IT WILL BE MORE GOODREAD MORE,4
645,8,50096,"It is a wonderful product I really enjoyed it the sound quality is superb and you can actually feel the music, feel the beat well it is good product at this price and really loved itREAD MORE",5
646,8,50102,"Bass is good , sound quality is good , I am using last one month, and some times disturbing chuk chuck like sounds.. but overall good soundREAD MORE",5
647,8,50104,After a great research on  bluetooth headphones found this one and it's the best headphone in this budget .Merits-1.Excellent delivery with in 3days expecting 2. Awesome designed and Ultra structure 3.For the packing it's quite loose and 3* (Bdw product was saved )4.About the bass it's out of your thought it's really Fabulous just like WOW Demerits-Only thing is that it's quite fit to head but quiet tight  Otherwise I wish that it's really great for you guys got it !!READ MORE,4
648,8,51838,"Pros1) The headphones seems quite good and decent.2) The bass is excellent at this price point of Rs 999/- compared to rivals (Purchased during BBD).3) Bluetooth Connectivity is good, takes only a few seconds to connect. Plus point is, It has a aux cable in case battery goes out.4) Overall build quality is nice.Cons1) Bluetooth Calling is very bad. Better is not to use it.2) One cannot listen to music for 2-3hours as the Headbuds will start hurting the ears due to compression.READ MORE",4
649,8,53292,"I bought these effectively around Rs 899, and believe me these are better than other headphones which come under Rs 2000. Noise cancellation is better than others. Bass is awesome. Tremple could have been better, but strong bass makes up for that. Go for it.READ MORE",5
650,9,439,"The best for this price , I got this for 1249/- and works perfectly and fits perfectly mainly for bass loversREAD MORE",5
651,9,588,"The product is quite nice, music quality is fine with some bass. Call quality is decent, the person on the line was able to listen to me if i spoke in a little raised voice.Use for long duration was somewhat uncomfortable. The material for the ear pads is not that much soft.In this price bracket, i think it is a good buy.Updated - the range isnt great at all.READ MORE",3
652,9,3922,Extra powerful bass . Very comfortable on ear and very solid in design . Best Bluetooth connectivity . It is a two in one product . Amazing calling through microphone .READ MORE,5
653,9,4536,I think it is nice product which provides you hd voice which sounds really good to your ears in less prize......Really it is niceREAD MORE,4
654,9,5115,"Excellent product , the battery backup is awesome the bass too is awesome, comes with aux. Need to charge for only 1 hr(300 mah), it is very lightweight and most of all the delivery was good, delivered in 3 days.Have been using for 2 weeks now. A low point I noticed is the microphone, the person on the other end may feel that we are far from the mic.READ MORE",5
655,9,5436,Awesome quality..Natural and amazing bass and clear soft sound quality..Music lovers go for it...Valuable for dis price range...Pure crystal clear sound..Music playback in wireless gives a lot of happy...Go for it...READ MORE,4
656,9,5461,Products build quality is just average. Particularly speaking the audio out put is not great. Its just average. Dont even think about those highs and lows. Its not pleasent to listen.u cant use this device more than half an hour. In my opinion save some more bucks and buy a better one. Though the connectivity is very fast. Even the ear pads are very small. U wont get a comfortable feel if u have big ears. Finally.  Less price is not giving a good product. So better buy a costly one.READ MORE,3
657,9,6063,good battery backup.....sound quality is too good but in the highest volume output become something noisy........its will be obviously a super choice for bass lovers.....bt the only cons. about this product it is too uneasy too carry this headphone over the head more than 30 min(pain in year as it hold for a long time) bt aftr using 2 mnth this prblm is minimized in some level so i think it may be due to tight holding on the year ...otherwise good product u can go for it under 1kREAD MORE,4
658,9,6630,i got this head phone at 3rd november...at the time of opening its give me satisfaction because of its look...its damn stylish. build quality was good. sound is mainly base oriented but with modifying equalizer u can get correct output... I found everything ok in this headphone like #base #sound clearity #every details clearly audiobale.. only one thing that i didn't like its not comfortable anymore. clamping forch is high.you feel pain in your ear after using 30 min.. after using 10 days cla...READ MORE,4
659,9,7001,The produce was Awesome.........Very fast delivery...Like you I also first hesitated to invest 1k+ for the company which I never heard before but Trust me You are gonna love it....The Bluetooth was well Equipped with lots of sound specs....Bass is too good Noise Cancellation is also better.....Overall The Best you can get for the money...Totally Loved it 💓READ MORE,5
660,9,7563,Very good product for this price. Battery  backup is good 08 hrs . Sounds is very good. Comfortable to use. Go for itREAD MORE,5
661,9,8484,Amazing product and sound quality. initiating it was little tight on ear but after something it perfectly fits. Sound quality is very good and bass is amazingly impressive. Battery backup is also very good. I bought this  in 900 rs on Big Billion day offer. I am completely satisfied to have this.READ MORE,5
662,9,9731,"Super product, nice  and comfortable to hear, music is good and good bassREAD MORE",5
663,9,10509,best product ever... fast delivery and good service.....about the headphone...Those who would like the sound quality of BOSE headphones but have limited budget.... this headphone is there for you guy....oh my god... the crystal clear detail of the sound........ wow........ outstanding......cant remove it from my head.... calling through the headphone is outstanding...... once again..... test the sound with any dolby or stereo mixed videos in youtube..... you will never regret.......READ MORE,5
664,9,10610,The sound quality in this range...is just awesome...if one plays a song in the highest volume then no need of even putting on ears you can just listen to it like a speaker...and the sound doesn't get distorted at all...the bass of these headphones is the best....but after receiving calls people on the other side can't understand the receiver's voice clearly...that's a con I would say...moreover it does it's work pretty well...I would say to just go for it...doesn't even require a second thoug...READ MORE,5
665,9,10944,Perfect quality . . Superb product . . Top sound quality . . Superb bluetooth connectivity . . Top class head phones . .READ MORE,5
666,9,11408,I am using this headphone for 10 days.My review in a nutshell:Pros: Superb bass and sterdy built quality.Cons: Range is not good at all. Also not a very comfortable to use headphone. Your ears will start sweating after few minutes! Can't use this while jogging or gym since it is not a waterproof or sweat proof headphone.But overall in this price range u can't expect a lot.READ MORE,3
667,9,11445,Osm product all sound activity will good but only Low about comfort but after some days it will free and comfortable love this productREAD MORE,4
668,9,11691,"Mighty bass , and built quality is good not excellent and sound quality is surrounding music,  like dolby atmosREAD MORE",4
669,9,11692,It's a v good product under 1200 rs ...but plz don't buy this headphones when price is more than 1200 ..bez there r many good options...bass is good but sound is not clear and craspy...it's not for Melody songs ..READ MORE,3
670,9,11854,I been using this product for around one week and this actually feels nice in your hand. Quality of the product is par from excellence. Feels hand and is very sleek. The bass is very high with vibration.Its tight at first but as you use will fit your head more comfortable. I personally use the headphones while travelling. This is such a very good product. Battery back up also lasts me for a day of my journey i think. I used this for a week now and i am really loving it.Here is the detailed r...READ MORE,5
671,9,11945,I really enjoy with this headphone because the sound of headphone is awesome really really fantastic headphone and bass is also awesomeREAD MORE,5
672,9,12466,It is a nice product. Rich sound.Bass is not that great but adequate. Only thing is you can not listen for hours.Overall value for money headphone.READ MORE,5
673,9,12874,I ordered this on big billion day sale of flipkart 20th-24 sept. Its been couple of weeks now and i think its a good enuff time period to review a product.Lets talk about Pros first:-1.Stylish look:- I ordered the black and red one and it looks absolutely stylish despite being a plastic material it gives premium look.2.Sound:- The most important factor u buy a headphone for. Sound is undoubtedly superb.Bass and treble ratio is suited perfectly to not ruin ur music whether u r listening t...READ MORE,4
674,9,13034,For all the bass lover go for this....Extra powerful bass man .... The clarity  .... Just go for it ✌READ MORE,5
675,9,13544,The sound and build quality is very good and for a reasonable price of 800 on sale is like cherry on the cakeREAD MORE,4
676,9,13794,"Simply awesome purchased it at just RS 999.Superb Baas,sound quality also good but bluetooth doesn't work well with calling otherwise all thing is Good.It is also very tight.I will call it as full paisaa vasoolYou will never feel regret after buying it.READ MORE",2
677,9,13991,Pros- Superb bass quality- Perfect for music lovers- I got this in a deal in 868/- rs. And for this price rang this is the best for value money item.- many people wrote that call quality is not good but I did not feel this problem. In my case I do not find any issue regarding calling.Cons- Bluetooth connectivity range is less- You feel pain in your ears while wearing this for long time.READ MORE,5
678,9,14248,Best product at this price(1099₹) and even had fast delivery within 2 days.Great choice for sure. Just that if you add charger within accessories it would be great deal.READ MORE,4
679,9,14936,"By the way , product is nice and I got it on offer Worth every penny and look is awesome , bass is better than anythingREAD MORE",5
680,9,15494,"ProsGood sound loud also, good controls, nice bt connectivityConsIts tight on ears depends on head size, not tht good bass if your bass loverREAD MORE",4
681,9,15604,Wonderful headphones. Was searching for a wireless headset at an affordable price and this one is the perfect headset. Got it @ 999. 1. Bass is awesome. Especially if u connect wire and turn on equaliser. 2. Can be used as wired when battery is over. 3. Mic is working okay.4. The controls work but not while playing games as I observed.  5. May feel tight at the beginning. But it will get adjusted after some days. Go for it. :)READ MORE,5
682,9,16177,"Good Buy! Value for money.1. Super bass2. Clarity of sound3. Long life battery4. U can also use this as wired as a 3.5 mm cable is provided.5. Noise cancellation is goodCon: 1. A little bit uncomfortable to wear.Finally, a great product at a very reasonable price. Go for it!!!!!!READ MORE",5
683,9,17643,Good product . Need improve call quality.  And mic . Over all good . Battery is good and bass are also punchi . Good headphone .  Go for itREAD MORE,4
684,9,17984,Wow deal !Boat 490 Rockerz is one of the best Bluetooth headphones I have ever used. Good sound quality in valuable price. Its better option instead of buying expensive BT devices for hearing.Pros:# It has come up with Good Quality plastic built# Audio quality is good like you get in expensive Bluetooth headphones.# Really a wow deal on big Billion day from FC.# Available in 4 Colors# Aux pin attachment in case of battery is dried. And u still wants to continue u r entertainment.Co...READ MORE,4
685,9,18031,I love thisSound quality is good but at full sound music might won't be that clear but at it's range it's the bestFull paisa wasool productREAD MORE,4
686,9,18313,Very nice if u really want to enjoy the music with superb bass in a low budget.. buy it it's worthREAD MORE,5
687,9,18798,Product is amazing Under 1200 rs Bass is good Voice is clear Connectivity is also good A little hard to wearI m satisfied with boat and flipkart bothREAD MORE,5
688,9,18857,Everything is amazing about this product...but its not comfortable and it should be more compact like sony ones...READ MORE,4
689,9,19526,"Good product, superb sound &  built quality, but  the multi function button are not working properly  with my android device. It is working fine with my Laptop. I think its just a compatibility issue with my android. Other than this its value for money product. Flipkart service is as always smooth as butter. Hatsoff.READ MORE",3
690,9,19724,"This is a pretty good product only if u ignore some lacking ...eg U can't receive calls as the quality of sound during calls is pathetic ..The function buttons doesn't realy work well ,Bt if u talk abt the bass sound quality ..it's bang on ..I loved and choose this one only for this feature mainly ..the color looked nice . However its not very comfy if u keep on using for more than 2 hrs over ears coz it's not sweat proof ..It's not waterproof as well !READ MORE",4
691,9,21217,"Four star for awesome sound, because in 899 what u want, like Bose and Ahuja sound no way. Not perfect voice is not clear. More loud sound. But overall good. Recommend to all who have no budget like to buy a speaker in 10000 rupees.READ MORE",4
692,9,21487,Was picking between Flipkart and this one. So went with Boat for its rating. Quality is amazing. I'm no audiophile but it was just way way better than what I expected.Have two other Skullcandy headphones. Can't pick if it's better. It sounds a little different.Easy to use.Mic quality is really good. Had heard it was just ok but in fact it was really really good. Don't go too far beyond the walls. Adjacent room was absolutely good.My friends are sold after listening to this one and they'...READ MORE,5
693,9,22164,Cushion on neck and ears are supersoft but little bit tight on ear .. Not easy to use for long time... Pairing is easy ... Thanks flipkart for faster deliveryREAD MORE,4
694,9,23612,"Just loved it.Ordered on 21st sept, black and red colour @999/- recieved on 27st sept.Packaging was good as usual.Box contained warranty card, headphones, aux wire and charging wire.Music quality is just great. Bass is strong and sweet even at higher volume notes. Battery backup is 6-8 hours. Charging time is 2 hours.Connectivity distance is 12-15 feets.Drawbacks- absolutely nothing at this price range.READ MORE",5
695,9,24389,The best headphones for this price... U won't be disappointed... Plzzzzzzzzzz buy this product... Pure and perfect bass... With clear sound and bluetoothREAD MORE,5
696,9,24499,Nice awesome product from Boat its Soo clear nd goodREAD MORE,5
697,9,24845,"Super || High Bass || Must Go For This One || Best In this Range || I got this headphone for 999 only from Flipkart Sale Offer. Best headphone under 2k, super bass, highly comfortable and durable.READ MORE",5
698,9,25164,"Got my boat rockerz today...first of all, it was a timely delivery...about the product, the bass is outstanding.....the look is very elegant....adjustable earcups are very comfortable.....sound quality is superb....so far it works extremely good.....guys, it is worth much more than the money....just go for itREAD MORE",5
699,9,25214,It's a awesome product..... Awesome sound and bass.. And best clarity of sound.... Just love it..READ MORE,5
700,9,26398,Thanks flipkart. For this product... It's one of the great headphone I ever used mind blowing sound I'm fully satisfied with this product..clear sound also good bass best Headphones under 1500READ MORE,5
701,9,26661,Awesome headphones best sound quality in this price range.build quality is great and thanks to all who gave genuine rewies  about  this  product to help me to purchase.READ MORE,5
702,9,27834,"Awesome Bluetooth headset, very good bass and pleasent sound. Fitting is also very well. Overall one of the best in its range.READ MORE",4
703,9,28767,Sound clarity is nice awesame good qwaliti wow superREAD MORE,5
704,9,31001,"Well this an amazing product nice sound, super battery, great build yet very light, fitting a bit tight hope it will loose with time iam just hoping that the product lasts longer with similar battery performance its worth every penny we spent on it for this price range.READ MORE",4
705,9,32055,The product is good the sound clarity is nice and basss also good go for itREAD MORE,5
706,9,32592,Really a top class  headphone in this price segment especially for bass lovers. I liked it. Will be a good choiceBASS - 9marksSOUND - 8.5 marksCOMFORTABILITY - 7.8BATTERY -8.7 marksOTHER CONNECTIVITY -8.2 marksPRICE - 1279/-      9 marksREAD MORE,4
707,9,32748,"It's worth the price , it has powerful bass with clear sound  and the noise cancellation is also good don't hesitate to buy.   👍READ MORE",5
708,9,32918,Great sound bass is very good at this price i dont expect it to be better than this its comfortably on ears n its doesn't slip easyREAD MORE,5
709,9,32923,"I love this product and i really like the high quality rich bass and loud sound comparing to sony extra bass. And its battery backup is really good, I used for 3 weeks in these days i charged 2 times only.. The best thing I like is the vibration when a deep bass songs are played.READ MORE",5
710,9,33697,I bought this for Rs1249 and it worth to buy for those who want wireless headphone as well as wired for option in this price segment.So after using 6 -7 days i am writing this review.1) I use this headphone while wacthing movie then the experience was     aswm as it has noise cancalation microphone a single bit of sound we cant hear from outside so and somewhat we get feeling of thearter while watching movie.2)While RUNNING also i use this and there also it was comfortable to useAs well...READ MORE,4
711,9,33716,"I happy today that i am a better decision maker as i had choosen this product.Awesome service by fk' and as i got delivered by this product i eager unboxed it and with immense pleasure i paried it. i started hearing my favorite songs........see guys amazing sound quapity...huge bass ,noise cancellation is good.I then waited that when fk' will update the status as delivered to write up this reviewAtlast go for this guys.....READ MORE",5
712,9,36099,"It is a pretty decent headphoneat this price range, works great and the sound quality is excellent. I will definitely  recommend you to go for this headphone.READ MORE",5
713,9,36695,"Only con is, too tight in the beginning. Sometimes feels hot in the ears. But it gets better later. I think that tightness is needed for workout. Otherwise nice product. Working well.READ MORE",4
714,9,37284,"Nice product at reasonable price, good for travelingI love itREAD MORE",5
715,9,37834,Awsome product!!! Good sound quality and bass This is 2nd piece i ordered for the same home..me & my brother  really  enjoy it 🤗🤗READ MORE,3
716,9,38080,Sound quality wise it's quite good but if you keep it for more than 30 mins . You feel like someone is pressing the ears harshly. It should be more flexibleREAD MORE,4
717,9,38082,Best in quality and super sound works goodREAD MORE,5
718,9,38798,"Its actual awesome to get this type of headphones..for 1.2k. Bass is good i checked all type of music its just awesome, than my friends sony headphones they just can't believe that its just 1.2k. And why i am giving four is that i am getting pain due to tightness of headphones if we wear it for 1 hour.. But its just not a problem.. Thanks to flipark for ginving fast deliveryREAD MORE",4
719,9,41074,"Got delivered in time with great offer for wireless headphones at the 1099 price tag.. now to the headphone An attractive wireless headphone at this price is really nice, bang for the buck. Sound quality is also very good with high bass, Range is quite good, Works great with both laptop and mobile, Foaming is also good, Sound  is loud also, and they are pretty tight and do not fall from your ears while running or exercising, Battery backup is good. The drawbacks are only 2 for me, 1....READ MORE",4
720,9,42508,Probably the best headphones you could buy at this price point. To get the best listening experience from these I recommend tweaking your equaliser a bit. Once you got that right you'll never be disappointed. Excellent battery backup coupled with fair amount of comfort.READ MORE,5
721,9,43602,I am a regular customer of Flipkart...You can believe me blindly.Don't need to worry...    This is smashing headphones...as I got this on 14th of August 2017 & I am surprised that How can I get this kind of headphones with bluetooth or wireless connectivity.It's bluetooth connectivity is really great.Don't think about it's battery. Battery is amazing upto 8 hrs..As it has also AUX connectivity if your headphones doesnt have battery then You can use it as wired headphone.....  Now we talk ab...READ MORE,4
722,9,43622,For price of 699 rs after Cashback it's a great product sound quality is good nice battery backupREAD MORE,5
723,9,43985,"Magical sound experience ! Better than sony , better than Jbl , better than even bose headphonesREAD MORE",5
724,9,44243,"The best headphone which I have got... The effects are too good and the comfort of the headphone is amazing. The best part is it has bass.... Vch sounds awesome.... I experienced 1 problem from thus boat. When I connect it to Bluetooth n listening songs while my phone in my pocket, it breaks the audio due to Bluetooth connectivity.... But when in ur hands there was no such issues, but if u keep your phone in pocket n play the music it gets stuck in between.... Apart from this, the product is...READ MORE",5
725,9,44397,"Bought this product for 999Been using for over a month  Works BEAUtifully!!!! NO GLITCHES Powerful bass,extremely comfortable ear muffs Bluetooth connectivity is good The one if your looking for wireless headphones under 1000Only one flaw is that mike function is not very good Other than that must recommend headphones Best Buy : Under 1000Box contains : 1aux wire,1 USB cable.READ MORE",5
726,9,46139,"Best product in case of wireless ...,.,. But if you go for wired by plugging cable it lags to muchIf you want it for wireless ., just go for it ,, battery quality is best upto 2 or 3 days ,.,. And build quality is also best ..I drop it from my hand many times .,., but it is hard and it is awesome buy it ., don't think ., it's worthyREAD MORE",5
727,9,47730,"Perfect product for bass lovers at this prize, well its up on u to improve the bass through apps. believe me if u really want to experience quality music ur both hardwares n software both should be of best quality. this product complete my deficiency of hardwareREAD MORE",5
728,9,48482,I bought it for ₹ 999 only... In this price this is the best Bluetooth headset... Awesome sound quality and powerful bass.. With noise cancellation... This also has an AUX Cable...for both wired and wireless usage...The microphone works well... But it hurts a little bit.......Friends I recommend to buy this product instead of sony...READ MORE,5
729,9,49298,It is good has good bass worth for 1099. It has a fair amount of bass.  Fells comfortable in ears.READ MORE,4
730,9,50104,If You are Looking for Ordinary use . So It is suite your criteria.Bass is perfect for Geeky use.Generally connectivity is Little bit confusing.But after first attempt it was simple.Battery have powerful backup of 6 to 7 hours when you continue listening.READ MORE,5
731,9,50342,"Great product.. Sound system is awesome.. you'll fall in love with it.. But I would give 2/5 in comfort. It is too fit for normal head. You can take it for max 1 hour. As I've bought it in 699/-, I'm satisfied with this.READ MORE",4
732,9,51166,"Headphone is very nice, sound quality is good ,bass is good , but range of Bluetooth is not much far,But the headphones is good from my opinion So enjoy if leasing the sound of these headphonesREAD MORE",4
733,9,51460,"Product is really very nice and good looking.The best thing I liked about this is it has a good sound supressor and a better sound quality with a powerfull and extra bass.The only thing I did not like is it's very tight, uncomfortable to wear for about hours so u will have to keep as adjusting it for time.READ MORE",5
734,9,51480,"Awesome bass Awesome Sound Awesome battery just everthing is awesome so dont spend your money to buy expensive headphones like Sony , JBL just try that one i bet you you feel happy to buy Boat headphones thnxx boat company to provide this heaphones in that range thnxxx ( I bought This headphones For Rupees 799 At Phone pe offer.READ MORE",5
735,9,51838,"Very nice, it's good for listening music but to talk phone is a difficult, micro phone is not work.  But if you want to buy it try to buy in offers.  It's very good for music.  I buy it 700 in a offer. Feel very happy.READ MORE",4
736,9,53293,Okay. This is my first review on my flipkart and that's because I just can't ignore the quality of the product. I got this at an unbelievable price of 700 because of flipkart's sale and phonepe's cash back offer. And this is literally the best deal I have ever got by it.- Sound is amazing. 5/5- built could have been better but I used motog basic earphones so I obviously I am more comfortable. 4/5 - Bluetooth connectivity is fast but minute distortions happen. 4/5 - look is decent. 4.5...READ MORE,5
737,10,3662,"Great headphones, as per budget orientation.The earcups are medium sized could have been little bigger and more softer.not a deal breaker though.At this price go for it.READ MORE",5
738,10,3922,I have been using this product for 5 months and it works fine without any issues.Overall good product at good price segment.READ MORE,5
739,10,4536,It is the best which i have got under 1k. Its battery backup is better then others and the deep bass is better than sony headphonesREAD MORE,4
